TIME,ACC4,ACC3,ACC2,ACC1,ROOT
909,12060951,3403,-83,1,0
910,12064272,3321,-82,1,0
911,12067512,3240,-81,1,0
912,12070672,3160,-80,1,0
913,12073753,3081,-79,1,0
914,12076756,3003,-78,1,0
915,12079682,2926,-77,1,0
916,12082532,2850,-76,1,0
917,12085307,2775,-75,1,0
918,12088008,2701,-74,1,0
919,12090636,2628,-73,1,0
920,12093192,2556,-72,1,0
921,12095677,2485,-71,1,0
922,12098092,2415,-70,1,0
923,12100438,2346,-69,1,0
924,12102716,2278,-68,1,0
925,12104927,2211,-67,1,0
926,12107072,2145,-66,1,0
927,12109152,2080,-65,1,0
928,12111168,2016,-64,1,0
929,12113121,1953,-63,1,0
930,12115012,1891,-62,1,0
931,12116842,1830,-61,1,0
932,12118612,1770,-60,1,0
933,12120323,1711,-59,1,0
934,12121976,1653,-58,1,0
935,12123572,1596,-57,1,0
936,12125112,1540,-56,1,0
937,12126597,1485,-55,1,0
938,12128028,1431,-54,1,0
939,12129406,1378,-53,1,0
940,12130732,1326,-52,1,0
941,12132007,1275,-51,1,0
942,12133232,1225,-50,1,0
943,12134408,1176,-49,1,0
944,12135536,1128,-48,1,0
945,12136617,1081,-47,1,0
946,12137652,1035,-46,1,0
947,12138642,990,-45,1,0
948,12139588,946,-44,1,0
949,12140491,903,-43,1,0
950,12141352,861,-42,1,0
951,12142172,820,-41,1,0
952,12142952,780,-40,1,0
953,12143693,741,-39,1,0
954,12144396,703,-38,1,0
955,12145062,666,-37,1,0
956,12145692,630,-36,1,0
957,12146287,595,-35,1,0
958,12146848,561,-34,1,0
959,12147376,528,-33,1,0
960,12147872,496,-32,1,0
961,12148337,465,-31,1,0
962,12148772,435,-30,1,0
963,12149178,406,-29,1,0
964,12149556,378,-28,1,0
965,12149907,351,-27,1,0
966,12150232,325,-26,1,0
967,12150532,300,-25,1,0
968,12150808,276,-24,1,0
969,12151061,253,-23,1,0
970,12151292,231,-22,1,0
971,12151502,210,-21,1,0
972,12151692,190,-20,1,0
973,12151863,171,-19,1,0
974,12152016,153,-18,1,0
975,12152152,136,-17,1,0
976,12152272,120,-16,1,0
977,12152377,105,-15,1,0
978,12152468,91,-14,1,0
979,12152546,78,-13,1,0
980,12152612,66,-12,1,0
981,12152667,55,-11,1,0
982,12152712,45,-10,1,0
983,12152748,36,-9,1,0
984,12152776,28,-8,1,0
985,12152797,21,-7,1,0
986,12152812,15,-6,1,0
987,12152822,10,-5,1,0
988,12152828,6,-4,1,0
989,12152831,3,-3,1,0
990,12152832,1,-2,1,0
991,12152832,0,-1,1,0
992,12152832,0,0,1,0
993,12152832,0,0,0,-1
994,12152832,0,0,0,0
995,12152832,0,0,0,0
996,12152832,0,0,0,0
997,12152832,0,0,0,0
998,12152832,0,0,0,0
999,12152832,0,0,0,0
1000,12152831,-1,-1,-1,-1
1001,12152828,-3,-2,-1,0
1002,12152822,-6,-3,-1,0
1003,12152812,-10,-4,-1,0
1004,12152797,-15,-5,-1,0
1005,12152776,-21,-6,-1,0
1006,12152748,-28,-7,-1,0
1007,12152712,-36,-8,-1,0
1008,12152667,-45,-9,-1,0
1009,12152612,-55,-10,-1,0
1010,12152546,-66,-11,-1,0
1011,12152468,-78,-12,-1,0
1012,12152377,-91,-13,-1,0
1013,12152272,-105,-14,-1,0
1014,12152152,-120,-15,-1,0
1015,12152016,-136,-16,-1,0
1016,12151863,-153,-17,-1,0
1017,12151692,-171,-18,-1,0
1018,12151502,-190,-19,-1,0
1019,12151292,-210,-20,-1,0
1020,12151061,-231,-21,-1,0
1021,12150808,-253,-22,-1,0
1022,12150532,-276,-23,-1,0
1023,12150232,-300,-24,-1,0
1024,12149907,-325,-25,-1,0
1025,12149556,-351,-26,-1,0
1026,12149178,-378,-27,-1,0
1027,12148772,-406,-28,-1,0
1028,12148337,-435,-29,-1,0
1029,12147872,-465,-30,-1,0
1030,12147376,-496,-31,-1,0
1031,12146848,-528,-32,-1,0
1032,12146287,-561,-33,-1,0
1033,12145692,-595,-34,-1,0
1034,12145062,-630,-35,-1,0
1035,12144396,-666,-36,-1,0
1036,12143693,-703,-37,-1,0
1037,12142952,-741,-38,-1,0
1038,12142172,-780,-39,-1,0
1039,12141352,-820,-40,-1,0
1040,12140491,-861,-41,-1,0
1041,12139588,-903,-42,-1,0
1042,12138642,-946,-43,-1,0
1043,12137652,-990,-44,-1,0
1044,12136617,-1035,-45,-1,0
1045,12135536,-1081,-46,-1,0
1046,12134408,-1128,-47,-1,0
1047,12133232,-1176,-48,-1,0
1048,12132007,-1225,-49,-1,0
1049,12130732,-1275,-50,-1,0
1050,12129406,-1326,-51,-1,0
1051,12128028,-1378,-52,-1,0
1052,12126597,-1431,-53,-1,0
1053,12125112,-1485,-54,-1,0
1054,12123572,-1540,-55,-1,0
1055,12121976,-1596,-56,-1,0
1056,12120323,-1653,-57,-1,0
1057,12118612,-1711,-58,-1,0
1058,12116842,-1770,-59,-1,0
1059,12115012,-1830,-60,-1,0
1060,12113121,-1891,-61,-1,0
1061,12111168,-1953,-62,-1,0
1062,12109152,-2016,-63,-1,0
1063,12107072,-2080,-64,-1,0
1064,12104927,-2145,-65,-1,0
1065,12102716,-2211,-66,-1,0
1066,12100438,-2278,-67,-1,0
1067,12098092,-2346,-68,-1,0
1068,12095677,-2415,-69,-1,0
1069,12093192,-2485,-70,-1,0
1070,12090636,-2556,-71,-1,0
1071,12088008,-2628,-72,-1,0
1072,12085307,-2701,-73,-1,0
1073,12082532,-2775,-74,-1,0
1074,12079682,-2850,-75,-1,0
1075,12076756,-2926,-76,-1,0
1076,12073753,-3003,-77,-1,0
1077,12070672,-3081,-78,-1,0
1078,12067512,-3160,-79,-1,0
1079,12064272,-3240,-80,-1,0
1080,12060951,-3321,-81,-1,0
1081,12057548,-3403,-82,-1,0
1082,12054062,-3486,-83,-1,0
1083,12050492,-3570,-84,-1,0
1084,12046837,-3655,-85,-1,0
1085,12043096,-3741,-86,-1,0
1086,12039268,-3828,-87,-1,0
1087,12035352,-3916,-88,-1,0
1088,12031347,-4005,-89,-1,0
1089,12027252,-4095,-90,-1,0
1090,12023066,-4186,-91,-1,0
1091,12018788,-4278,-92,-1,0
1092,12014417,-4371,-93,-1,0
1093,12009952,-4465,-94,-1,0
1094,12005392,-4560,-95,-1,0
1095,12000736,-4656,-96,-1,0
1096,11995983,-4753,-97,-1,0
1097,11991132,-4851,-98,-1,0
1098,11986182,-4950,-99,-1,0
1099,11981132,-5050,-100,-1,0
1100,11975981,-5151,-101,-1,0
1101,11970728,-5253,-102,-1,0
1102,11965372,-5356,-103,-1,0
1103,11959912,-5460,-104,-1,0
1104,11954347,-5565,-105,-1,0
1105,11948676,-5671,-106,-1,0
1106,11942898,-5778,-107,-1,0
1107,11937012,-5886,-108,-1,0
1108,11931017,-5995,-109,-1,0
1109,11924912,-6105,-110,-1,0
1110,11918696,-6216,-111,-1,0
1111,11912368,-6328,-112,-1,0
1112,11905927,-6441,-113,-1,0
1113,11899372,-6555,-114,-1,0
1114,11892702,-6670,-115,-1,0
1115,11885916,-6786,-116,-1,0
1116,11879013,-6903,-117,-1,0
1117,11871992,-7021,-118,-1,0
1118,11864852,-7140,-119,-1,0
1119,11857592,-7260,-120,-1,0
1120,11850211,-7381,-121,-1,0
1121,11842708,-7503,-122,-1,0
1122,11835082,-7626,-123,-1,0
1123,11827332,-7750,-124,-1,0
1124,11819457,-7875,-125,-1,0
1125,11811456,-8001,-126,-1,0
1126,11803328,-8128,-127,-1,0
1127,11795072,-8256,-128,-1,0
1128,11786688,-8384,-128,0,1
1129,11778177,-8511,-127,1,1
1130,11769540,-8637,-126,1,0
1131,11760778,-8762,-125,1,0
1132,11751892,-8886,-124,1,0
1133,11742883,-9009,-123,1,0
1134,11733752,-9131,-122,1,0
1135,11724500,-9252,-121,1,0
1136,11715128,-9372,-120,1,0
1137,11705637,-9491,-119,1,0
1138,11696028,-9609,-118,1,0
1139,11686302,-9726,-117,1,0
1140,11676460,-9842,-116,1,0
1141,11666503,-9957,-115,1,0
1142,11656432,-10071,-114,1,0
1143,11646248,-10184,-113,1,0
1144,11635952,-10296,-112,1,0
1145,11625545,-10407,-111,1,0
1146,11615028,-10517,-110,1,0
1147,11604402,-10626,-109,1,0
1148,11593668,-10734,-108,1,0
1149,11582827,-10841,-107,1,0
1150,11571880,-10947,-106,1,0
1151,11560828,-11052,-105,1,0
1152,11549672,-11156,-104,1,0
1153,11538413,-11259,-103,1,0
1154,11527052,-11361,-102,1,0
1155,11515590,-11462,-101,1,0
1156,11504028,-11562,-100,1,0
1157,11492367,-11661,-99,1,0
1158,11480608,-11759,-98,1,0
1159,11468752,-11856,-97,1,0
1160,11456800,-11952,-96,1,0
1161,11444753,-12047,-95,1,0
1162,11432612,-12141,-94,1,0
1163,11420378,-12234,-93,1,0
1164,11408052,-12326,-92,1,0
1165,11395635,-12417,-91,1,0
1166,11383128,-12507,-90,1,0
1167,11370532,-12596,-89,1,0
1168,11357848,-12684,-88,1,0
1169,11345077,-12771,-87,1,0
1170,11332220,-12857,-86,1,0
1171,11319278,-12942,-85,1,0
1172,11306252,-13026,-84,1,0
1173,11293143,-13109,-83,1,0
1174,11279952,-13191,-82,1,0
1175,11266680,-13272,-81,1,0
1176,11253328,-13352,-80,1,0
1177,11239897,-13431,-79,1,0
1178,11226388,-13509,-78,1,0
1179,11212802,-13586,-77,1,0
1180,11199140,-13662,-76,1,0
1181,11185403,-13737,-75,1,0
1182,11171592,-13811,-74,1,0
1183,11157708,-13884,-73,1,0
1184,11143752,-13956,-72,1,0
1185,11129725,-14027,-71,1,0
1186,11115628,-14097,-70,1,0
1187,11101462,-14166,-69,1,0
1188,11087228,-14234,-68,1,0
1189,11072927,-14301,-67,1,0
1190,11058560,-14367,-66,1,0
1191,11044128,-14432,-65,1,0
1192,11029632,-14496,-64,1,0
1193,11015073,-14559,-63,1,0
1194,11000452,-14621,-62,1,0
1195,10985770,-14682,-61,1,0
1196,10971028,-14742,-60,1,0
1197,10956227,-14801,-59,1,0
1198,10941368,-14859,-58,1,0
1199,10926452,-14916,-57,1,0
1200,10911480,-14972,-56,1,0
1201,10896453,-15027,-55,1,0
1202,10881372,-15081,-54,1,0
1203,10866238,-15134,-53,1,0
1204,10851052,-15186,-52,1,0
1205,10835815,-15237,-51,1,0
1206,10820528,-15287,-50,1,0
1207,10805192,-15336,-49,1,0
1208,10789808,-15384,-48,1,0
1209,10774377,-15431,-47,1,0
1210,10758900,-15477,-46,1,0
1211,10743378,-15522,-45,1,0
1212,10727812,-15566,-44,1,0
1213,10712203,-15609,-43,1,0
1214,10696552,-15651,-42,1,0
1215,10680860,-15692,-41,1,0
1216,10665128,-15732,-40,1,0
1217,10649357,-15771,-39,1,0
1218,10633548,-15809,-38,1,0
1219,10617702,-15846,-37,1,0
1220,10601820,-15882,-36,1,0
1221,10585903,-15917,-35,1,0
1222,10569952,-15951,-34,1,0
1223,10553968,-15984,-33,1,0
1224,10537952,-16016,-32,1,0
1225,10521905,-16047,-31,1,0
1226,10505828,-16077,-30,1,0
1227,10489722,-16106,-29,1,0
1228,10473588,-16134,-28,1,0
1229,10457427,-16161,-27,1,0
1230,10441240,-16187,-26,1,0
1231,10425028,-16212,-25,1,0
1232,10408792,-16236,-24,1,0
1233,10392533,-16259,-23,1,0
1234,10376252,-16281,-22,1,0
1235,10359950,-16302,-21,1,0
1236,10343628,-16322,-20,1,0
1237,10327287,-16341,-19,1,0
1238,10310928,-16359,-18,1,0
1239,10294552,-16376,-17,1,0
1240,10278160,-16392,-16,1,0
1241,10261753,-16407,-15,1,0
1242,10245332,-16421,-14,1,0
1243,10228898,-16434,-13,1,0
1244,10212452,-16446,-12,1,0
1245,10195995,-16457,-11,1,0
1246,10179528,-16467,-10,1,0
1247,10163052,-16476,-9,1,0
1248,10146568,-16484,-8,1,0
1249,10130077,-16491,-7,1,0
1250,10113580,-16497,-6,1,0
1251,10097078,-16502,-5,1,0
1252,10080572,-16506,-4,1,0
1253,10064063,-16509,-3,1,0
1254,10047552,-16511,-2,1,0
1255,10031040,-16512,-1,1,0
1256,10014528,-16512,0,1,0
1257,9998016,-16512,0,0,-1
1258,9981504,-16512,0,0,0
1259,9964992,-16512,0,0,0
1260,9948480,-16512,0,0,0
1261,9931968,-16512,0,0,0
1262,9915456,-16512,0,0,0
1263,9898944,-16512,0,0,0
1264,9882432,-16512,0,0,0
1265,9865920,-16512,0,0,0
1266,9849408,-16512,0,0,0
1267,9832896,-16512,0,0,0
1268,9816384,-16512,0,0,0
1269,9799872,-16512,0,0,0
1270,9783360,-16512,0,0,0
1271,9766848,-16512,0,0,0
1272,9750336,-16512,0,0,0
1273,9733824,-16512,0,0,0
1274,9717312,-16512,0,0,0
1275,9700800,-16512,0,0,0
1276,9684288,-16512,0,0,0
1277,9667776,-16512,0,0,0
1278,9651264,-16512,0,0,0
1279,9634752,-16512,0,0,0
1280,9618240,-16512,0,0,0
1281,9601728,-16512,0,0,0
1282,9585216,-16512,0,0,0
1283,9568704,-16512,0,0,0
1284,9552192,-16512,0,0,0
1285,9535680,-16512,0,0,0
1286,9519168,-16512,0,0,0
1287,9502656,-16512,0,0,0
1288,9486144,-16512,0,0,0
1289,9469632,-16512,0,0,0
1290,9453120,-16512,0,0,0
1291,9436608,-16512,0,0,0
1292,9420096,-16512,0,0,0
1293,9403584,-16512,0,0,0
1294,9387072,-16512,0,0,0
1295,9370560,-16512,0,0,0
1296,9354048,-16512,0,0,0
1297,9337536,-16512,0,0,0
1298,9321024,-16512,0,0,0
1299,9304512,-16512,0,0,0
1300,9288000,-16512,0,0,0
1301,9271488,-16512,0,0,0
1302,9254976,-16512,0,0,0
1303,9238464,-16512,0,0,0
1304,9221952,-16512,0,0,0
1305,9205440,-16512,0,0,0
1306,9188928,-16512,0,0,0
1307,9172416,-16512,0,0,0
1308,9155904,-16512,0,0,0
1309,9139392,-16512,0,0,0
1310,9122880,-16512,0,0,0
1311,9106368,-16512,0,0,0
1312,9089856,-16512,0,0,0
1313,9073344,-16512,0,0,0
1314,9056832,-16512,0,0,0
1315,9040320,-16512,0,0,0
1316,9023808,-16512,0,0,0
1317,9007296,-16512,0,0,0
1318,8990784,-16512,0,0,0
1319,8974272,-16512,0,0,0
1320,8957760,-16512,0,0,0
1321,8941248,-16512,0,0,0
1322,8924736,-16512,0,0,0
1323,8908224,-16512,0,0,0
1324,8891712,-16512,0,0,0
1325,8875200,-16512,0,0,0
1326,8858688,-16512,0,0,0
1327,8842176,-16512,0,0,0
1328,8825664,-16512,0,0,0
1329,8809152,-16512,0,0,0
1330,8792640,-16512,0,0,0
1331,8776128,-16512,0,0,0
1332,8759616,-16512,0,0,0
1333,8743104,-16512,0,0,0
1334,8726592,-16512,0,0,0
1335,8710080,-16512,0,0,0
1336,8693568,-16512,0,0,0
1337,8677056,-16512,0,0,0
1338,8660544,-16512,0,0,0
1339,8644032,-16512,0,0,0
1340,8627520,-16512,0,0,0
1341,8611008,-16512,0,0,0
1342,8594496,-16512,0,0,0
1343,8577984,-16512,0,0,0
1344,8561472,-16512,0,0,0
1345,8544960,-16512,0,0,0
1346,8528448,-16512,0,0,0
1347,8511936,-16512,0,0,0
1348,8495424,-16512,0,0,0
1349,8478912,-16512,0,0,0
1350,8462400,-16512,0,0,0
1351,8445888,-16512,0,0,0
1352,8429376,-16512,0,0,0
1353,8412864,-16512,0,0,0
1354,8396352,-16512,0,0,0
1355,8379840,-16512,0,0,0
1356,8363328,-16512,0,0,0
1357,8346816,-16512,0,0,0
1358,8330304,-16512,0,0,0
1359,8313792,-16512,0,0,0
1360,8297280,-16512,0,0,0
1361,8280768,-16512,0,0,0
1362,8264256,-16512,0,0,0
1363,8247744,-16512,0,0,0
1364,8231232,-16512,0,0,0
1365,8214720,-16512,0,0,0
1366,8198208,-16512,0,0,0
1367,8181696,-16512,0,0,0
1368,8165184,-16512,0,0,0
1369,8148672,-16512,0,0,0
1370,8132160,-16512,0,0,0
1371,8115648,-16512,0,0,0
1372,8099136,-16512,0,0,0
1373,8082624,-16512,0,0,0
1374,8066112,-16512,0,0,0
1375,8049600,-16512,0,0,0
1376,8033088,-16512,0,0,0
1377,8016576,-16512,0,0,0
1378,8000064,-16512,0,0,0
1379,7983552,-16512,0,0,0
1380,7967040,-16512,0,0,0
1381,7950528,-16512,0,0,0
1382,7934016,-16512,0,0,0
1383,7917504,-16512,0,0,0
1384,7900992,-16512,0,0,0
1385,7884480,-16512,0,0,0
1386,7867968,-16512,0,0,0
1387,7851456,-16512,0,0,0
1388,7834944,-16512,0,0,0
1389,7818432,-16512,0,0,0
1390,7801920,-16512,0,0,0
1391,7785408,-16512,0,0,0
1392,7768896,-16512,0,0,0
1393,7752384,-16512,0,0,0
1394,7735872,-16512,0,0,0
1395,7719360,-16512,0,0,0
1396,7702848,-16512,0,0,0
1397,7686336,-16512,0,0,0
1398,7669824,-16512,0,0,0
1399,7653312,-16512,0,0,0
1400,7636800,-16512,0,0,0
1401,7620288,-16512,0,0,0
1402,7603776,-16512,0,0,0
1403,7587264,-16512,0,0,0
1404,7570752,-16512,0,0,0
1405,7554240,-16512,0,0,0
1406,7537728,-16512,0,0,0
1407,7521216,-16512,0,0,0
1408,7504704,-16512,0,0,0
1409,7488192,-16512,0,0,0
1410,7471680,-16512,0,0,0
1411,7455168,-16512,0,0,0
1412,7438656,-16512,0,0,0
1413,7422144,-16512,0,0,0
1414,7405632,-16512,0,0,0
1415,7389120,-16512,0,0,0
1416,7372608,-16512,0,0,0
1417,7356096,-16512,0,0,0
1418,7339584,-16512,0,0,0
1419,7323072,-16512,0,0,0
1420,7306560,-16512,0,0,0
1421,7290048,-16512,0,0,0
1422,7273536,-16512,0,0,0
1423,7257024,-16512,0,0,0
1424,7240512,-16512,0,0,0
1425,7224000,-16512,0,0,0
1426,7207488,-16512,0,0,0
1427,7190976,-16512,0,0,0
1428,7174464,-16512,0,0,0
1429,7157952,-16512,0,0,0
1430,7141440,-16512,0,0,0
1431,7124928,-16512,0,0,0
1432,7108416,-16512,0,0,0
1433,7091904,-16512,0,0,0
1434,7075392,-16512,0,0,0
1435,7058880,-16512,0,0,0
1436,7042368,-16512,0,0,0
1437,7025856,-16512,0,0,0
1438,7009344,-16512,0,0,0
1439,6992832,-16512,0,0,0
1440,6976320,-16512,0,0,0
1441,6959808,-16512,0,0,0
1442,6943296,-16512,0,0,0
1443,6926784,-16512,0,0,0
1444,6910272,-16512,0,0,0
1445,6893760,-16512,0,0,0
1446,6877248,-16512,0,0,0
1447,6860736,-16512,0,0,0
1448,6844224,-16512,0,0,0
1449,6827712,-16512,0,0,0
1450,6811200,-16512,0,0,0
1451,6794688,-16512,0,0,0
1452,6778176,-16512,0,0,0
1453,6761664,-16512,0,0,0
1454,6745152,-16512,0,0,0
1455,6728640,-16512,0,0,0
1456,6712128,-16512,0,0,0
1457,6695616,-16512,0,0,0
1458,6679104,-16512,0,0,0
1459,6662592,-16512,0,0,0
1460,6646080,-16512,0,0,0
1461,6629568,-16512,0,0,0
1462,6613056,-16512,0,0,0
1463,6596544,-16512,0,0,0
1464,6580032,-16512,0,0,0
1465,6563520,-16512,0,0,0
1466,6547008,-16512,0,0,0
1467,6530496,-16512,0,0,0
1468,6513984,-16512,0,0,0
1469,6497472,-16512,0,0,0
1470,6480960,-16512,0,0,0
1471,6464448,-16512,0,0,0
1472,6447936,-16512,0,0,0
1473,6431424,-16512,0,0,0
1474,6414912,-16512,0,0,0
1475,6398400,-16512,0,0,0
1476,6381888,-16512,0,0,0
1477,6365376,-16512,0,0,0
1478,6348864,-16512,0,0,0
1479,6332352,-16512,0,0,0
1480,6315840,-16512,0,0,0
1481,6299328,-16512,0,0,0
1482,6282816,-16512,0,0,0
1483,6266304,-16512,0,0,0
1484,6249792,-16512,0,0,0
1485,6233280,-16512,0,0,0
1486,6216768,-16512,0,0,0
1487,6200256,-16512,0,0,0
1488,6183744,-16512,0,0,0
1489,6167232,-16512,0,0,0
1490,6150720,-16512,0,0,0
1491,6134208,-16512,0,0,0
1492,6117696,-16512,0,0,0
1493,6101184,-16512,0,0,0
1494,6084672,-16512,0,0,0
1495,6068160,-16512,0,0,0
1496,6051648,-16512,0,0,0
1497,6035136,-16512,0,0,0
1498,6018624,-16512,0,0,0
1499,6002112,-16512,0,0,0
1500,5985600,-16512,0,0,0
1501,5969088,-16512,0,0,0
1502,5952576,-16512,0,0,0
1503,5936064,-16512,0,0,0
1504,5919552,-16512,0,0,0
1505,5903040,-16512,0,0,0
1506,5886528,-16512,0,0,0
1507,5870016,-16512,0,0,0
1508,5853504,-16512,0,0,0
1509,5836992,-16512,0,0,0
1510,5820480,-16512,0,0,0
1511,5803968,-16512,0,0,0
1512,5787456,-16512,0,0,0
1513,5770944,-16512,0,0,0
1514,5754432,-16512,0,0,0
1515,5737920,-16512,0,0,0
1516,5721408,-16512,0,0,0
1517,5704896,-16512,0,0,0
1518,5688384,-16512,0,0,0
1519,5671872,-16512,0,0,0
1520,5655360,-16512,0,0,0
1521,5638848,-16512,0,0,0
1522,5622336,-16512,0,0,0
1523,5605824,-16512,0,0,0
1524,5589312,-16512,0,0,0
1525,5572800,-16512,0,0,0
1526,5556288,-16512,0,0,0
1527,5539776,-16512,0,0,0
1528,5523264,-16512,0,0,0
1529,5506752,-16512,0,0,0
1530,5490240,-16512,0,0,0
1531,5473728,-16512,0,0,0
1532,5457216,-16512,0,0,0
1533,5440704,-16512,0,0,0
1534,5424192,-16512,0,0,0
1535,5407680,-16512,0,0,0
1536,5391168,-16512,0,0,0
1537,5374656,-16512,0,0,0
1538,5358144,-16512,0,0,0
1539,5341632,-16512,0,0,0
1540,5325120,-16512,0,0,0
1541,5308608,-16512,0,0,0
1542,5292096,-16512,0,0,0
1543,5275584,-16512,0,0,0
1544,5259072,-16512,0,0,0
1545,5242560,-16512,0,0,0
1546,5226048,-16512,0,0,0
1547,5209536,-16512,0,0,0
1548,5193024,-16512,0,0,0
1549,5176512,-16512,0,0,0
1550,5160000,-16512,0,0,0
1551,5143488,-16512,0,0,0
1552,5126976,-16512,0,0,0
1553,5110464,-16512,0,0,0
1554,5093952,-16512,0,0,0
1555,5077440,-16512,0,0,0
1556,5060928,-16512,0,0,0
1557,5044416,-16512,0,0,0
1558,5027904,-16512,0,0,0
1559,5011392,-16512,0,0,0
1560,4994880,-16512,0,0,0
1561,4978368,-16512,0,0,0
1562,4961856,-16512,0,0,0
1563,4945344,-16512,0,0,0
1564,4928832,-16512,0,0,0
1565,4912320,-16512,0,0,0
1566,4895808,-16512,0,0,0
1567,4879296,-16512,0,0,0
1568,4862784,-16512,0,0,0
1569,4846272,-16512,0,0,0
1570,4829760,-16512,0,0,0
1571,4813248,-16512,0,0,0
1572,4796736,-16512,0,0,0
1573,4780224,-16512,0,0,0
1574,4763712,-16512,0,0,0
1575,4747200,-16512,0,0,0
1576,4730688,-16512,0,0,0
1577,4714176,-16512,0,0,0
1578,4697664,-16512,0,0,0
1579,4681152,-16512,0,0,0
1580,4664640,-16512,0,0,0
1581,4648128,-16512,0,0,0
1582,4631616,-16512,0,0,0
1583,4615104,-16512,0,0,0
1584,4598592,-16512,0,0,0
1585,4582080,-16512,0,0,0
1586,4565568,-16512,0,0,0
1587,4549056,-16512,0,0,0
1588,4532544,-16512,0,0,0
1589,4516032,-16512,0,0,0
1590,4499520,-16512,0,0,0
1591,4483008,-16512,0,0,0
1592,4466496,-16512,0,0,0
1593,4449984,-16512,0,0,0
1594,4433472,-16512,0,0,0
1595,4416960,-16512,0,0,0
1596,4400448,-16512,0,0,0
1597,4383936,-16512,0,0,0
1598,4367424,-16512,0,0,0
1599,4350912,-16512,0,0,0
1600,4334400,-16512,0,0,0
1601,4317888,-16512,0,0,0
1602,4301376,-16512,0,0,0
1603,4284864,-16512,0,0,0
1604,4268352,-16512,0,0,0
1605,4251840,-16512,0,0,0
1606,4235328,-16512,0,0,0
1607,4218816,-16512,0,0,0
1608,4202304,-16512,0,0,0
1609,4185792,-16512,0,0,0
1610,4169280,-16512,0,0,0
1611,4152768,-16512,0,0,0
1612,4136256,-16512,0,0,0
1613,4119744,-16512,0,0,0
1614,4103232,-16512,0,0,0
1615,4086720,-16512,0,0,0
1616,4070208,-16512,0,0,0
1617,4053696,-16512,0,0,0
1618,4037184,-16512,0,0,0
1619,4020672,-16512,0,0,0
1620,4004160,-16512,0,0,0
1621,3987648,-16512,0,0,0
1622,3971136,-16512,0,0,0
1623,3954624,-16512,0,0,0
1624,3938112,-16512,0,0,0
1625,3921600,-16512,0,0,0
1626,3905088,-16512,0,0,0
1627,3888576,-16512,0,0,0
1628,3872064,-16512,0,0,0
1629,3855552,-16512,0,0,0
1630,3839040,-16512,0,0,0
1631,3822528,-16512,0,0,0
1632,3806016,-16512,0,0,0
1633,3789504,-16512,0,0,0
1634,3772992,-16512,0,0,0
1635,3756480,-16512,0,0,0
1636,3739968,-16512,0,0,0
1637,3723456,-16512,0,0,0
1638,3706944,-16512,0,0,0
1639,3690432,-16512,0,0,0
1640,3673920,-16512,0,0,0
1641,3657408,-16512,0,0,0
1642,3640896,-16512,0,0,0
1643,3624384,-16512,0,0,0
1644,3607872,-16512,0,0,0
1645,3591360,-16512,0,0,0
1646,3574848,-16512,0,0,0
1647,3558336,-16512,0,0,0
1648,3541824,-16512,0,0,0
1649,3525312,-16512,0,0,0
1650,3508800,-16512,0,0,0
1651,3492288,-16512,0,0,0
1652,3475776,-16512,0,0,0
1653,3459264,-16512,0,0,0
1654,3442752,-16512,0,0,0
1655,3426240,-16512,0,0,0
1656,3409728,-16512,0,0,0
1657,3393216,-16512,0,0,0
1658,3376704,-16512,0,0,0
1659,3360192,-16512,0,0,0
1660,3343680,-16512,0,0,0
1661,3327168,-16512,0,0,0
1662,3310656,-16512,0,0,0
1663,3294144,-16512,0,0,0
1664,3277632,-16512,0,0,0
1665,3261120,-16512,0,0,0
1666,3244608,-16512,0,0,0
1667,3228096,-16512,0,0,0
1668,3211584,-16512,0,0,0
1669,3195072,-16512,0,0,0
1670,3178560,-16512,0,0,0
1671,3162048,-16512,0,0,0
1672,3145536,-16512,0,0,0
1673,3129024,-16512,0,0,0
1674,3112512,-16512,0,0,0
1675,3096000,-16512,0,0,0
1676,3079488,-16512,0,0,0
1677,3062976,-16512,0,0,0
1678,3046464,-16512,0,0,0
1679,3029952,-16512,0,0,0
1680,3013440,-16512,0,0,0
1681,2996928,-16512,0,0,0
1682,2980416,-16512,0,0,0
1683,2963904,-16512,0,0,0
1684,2947392,-16512,0,0,0
1685,2930880,-16512,0,0,0
1686,2914368,-16512,0,0,0
1687,2897856,-16512,0,0,0
1688,2881344,-16512,0,0,0
1689,2864832,-16512,0,0,0
1690,2848320,-16512,0,0,0
1691,2831808,-16512,0,0,0
1692,2815296,-16512,0,0,0
1693,2798784,-16512,0,0,0
1694,2782272,-16512,0,0,0
1695,2765760,-16512,0,0,0
1696,2749248,-16512,0,0,0
1697,2732736,-16512,0,0,0
1698,2716224,-16512,0,0,0
1699,2699712,-16512,0,0,0
1700,2683200,-16512,0,0,0
1701,2666688,-16512,0,0,0
1702,2650176,-16512,0,0,0
1703,2633664,-16512,0,0,0
1704,2617152,-16512,0,0,0
1705,2600640,-16512,0,0,0
1706,2584128,-16512,0,0,0
1707,2567616,-16512,0,0,0
1708,2551104,-16512,0,0,0
1709,2534592,-16512,0,0,0
1710,2518080,-16512,0,0,0
1711,2501568,-16512,0,0,0
1712,2485056,-16512,0,0,0
1713,2468544,-16512,0,0,0
1714,2452032,-16512,0,0,0
1715,2435520,-16512,0,0,0
1716,2419008,-16512,0,0,0
1717,2402496,-16512,0,0,0
1718,2385984,-16512,0,0,0
