TIME,ACC4,ACC3,ACC2,ACC1,ROOT
1719,2369472,-16512,0,0,0
1720,2352960,-16512,0,0,0
1721,2336448,-16512,0,0,0
1722,2319936,-16512,0,0,0
1723,2303424,-16512,0,0,0
1724,2286912,-16512,0,0,0
1725,2270400,-16512,0,0,0
1726,2253888,-16512,0,0,0
1727,2237376,-16512,0,0,0
1728,2220864,-16512,0,0,0
1729,2204352,-16512,0,0,0
1730,2187840,-16512,0,0,0
1731,2171328,-16512,0,0,0
1732,2154816,-16512,0,0,0
1733,2138304,-16512,0,0,0
1734,2121792,-16512,0,0,0
1735,2105280,-16512,0,0,0
1736,2088769,-16511,1,1,1
1737,2072260,-16509,2,1,0
1738,2055754,-16506,3,1,0
1739,2039252,-16502,4,1,0
1740,2022755,-16497,5,1,0
1741,2006264,-16491,6,1,0
1742,1989780,-16484,7,1,0
1743,1973304,-16476,8,1,0
1744,1956837,-16467,9,1,0
1745,1940380,-16457,10,1,0
1746,1923934,-16446,11,1,0
1747,1907500,-16434,12,1,0
1748,1891079,-16421,13,1,0
1749,1874672,-16407,14,1,0
1750,1858280,-16392,15,1,0
1751,1841904,-16376,16,1,0
1752,1825545,-16359,17,1,0
1753,1809204,-16341,18,1,0
1754,1792882,-16322,19,1,0
1755,1776580,-16302,20,1,0
1756,1760299,-16281,21,1,0
1757,1744040,-16259,22,1,0
1758,1727804,-16236,23,1,0
1759,1711592,-16212,24,1,0
1760,1695405,-16187,25,1,0
1761,1679244,-16161,26,1,0
1762,1663110,-16134,27,1,0
1763,1647004,-16106,28,1,0
1764,1630927,-16077,29,1,0
1765,1614880,-16047,30,1,0
1766,1598864,-16016,31,1,0
1767,1582880,-15984,32,1,0
1768,1566929,-15951,33,1,0
1769,1551012,-15917,34,1,0
1770,1535130,-15882,35,1,0
1771,1519284,-15846,36,1,0
1772,1503475,-15809,37,1,0
1773,1487704,-15771,38,1,0
1774,1471972,-15732,39,1,0
1775,1456280,-15692,40,1,0
1776,1440629,-15651,41,1,0
1777,1425020,-15609,42,1,0
1778,1409454,-15566,43,1,0
1779,1393932,-15522,44,1,0
1780,1378455,-15477,45,1,0
1781,1363024,-15431,46,1,0
1782,1347640,-15384,47,1,0
1783,1332304,-15336,48,1,0
1784,1317017,-15287,49,1,0
1785,1301780,-15237,50,1,0
1786,1286594,-15186,51,1,0
1787,1271460,-15134,52,1,0
1788,1256379,-15081,53,1,0
1789,1241352,-15027,54,1,0
1790,1226380,-14972,55,1,0
1791,1211464,-14916,56,1,0
1792,1196605,-14859,57,1,0
1793,1181804,-14801,58,1,0
1794,1167062,-14742,59,1,0
1795,1152380,-14682,60,1,0
1796,1137759,-14621,61,1,0
1797,1123200,-14559,62,1,0
1798,1108704,-14496,63,1,0
1799,1094272,-14432,64,1,0
1800,1079905,-14367,65,1,0
1801,1065604,-14301,66,1,0
1802,1051370,-14234,67,1,0
1803,1037204,-14166,68,1,0
1804,1023107,-14097,69,1,0
1805,1009080,-14027,70,1,0
1806,995124,-13956,71,1,0
1807,981240,-13884,72,1,0
1808,967429,-13811,73,1,0
1809,953692,-13737,74,1,0
1810,940030,-13662,75,1,0
1811,926444,-13586,76,1,0
1812,912935,-13509,77,1,0
1813,899504,-13431,78,1,0
1814,886152,-13352,79,1,0
1815,872880,-13272,80,1,0
1816,859689,-13191,81,1,0
1817,846580,-13109,82,1,0
1818,833554,-13026,83,1,0
1819,820612,-12942,84,1,0
1820,807755,-12857,85,1,0
1821,794984,-12771,86,1,0
1822,782300,-12684,87,1,0
1823,769704,-12596,88,1,0
1824,757197,-12507,89,1,0
1825,744780,-12417,90,1,0
1826,732454,-12326,91,1,0
1827,720220,-12234,92,1,0
1828,708079,-12141,93,1,0
1829,696032,-12047,94,1,0
1830,684080,-11952,95,1,0
1831,672224,-11856,96,1,0
1832,660465,-11759,97,1,0
1833,648804,-11661,98,1,0
1834,637242,-11562,99,1,0
1835,625780,-11462,100,1,0
1836,614419,-11361,101,1,0
1837,603160,-11259,102,1,0
1838,592004,-11156,103,1,0
1839,580952,-11052,104,1,0
1840,570005,-10947,105,1,0
1841,559164,-10841,106,1,0
1842,548430,-10734,107,1,0
1843,537804,-10626,108,1,0
1844,527287,-10517,109,1,0
1845,516880,-10407,110,1,0
1846,506584,-10296,111,1,0
1847,496400,-10184,112,1,0
1848,486329,-10071,113,1,0
1849,476372,-9957,114,1,0
1850,466530,-9842,115,1,0
1851,456804,-9726,116,1,0
1852,447195,-9609,117,1,0
1853,437704,-9491,118,1,0
1854,428332,-9372,119,1,0
1855,419080,-9252,120,1,0
1856,409949,-9131,121,1,0
1857,400940,-9009,122,1,0
1858,392054,-8886,123,1,0
1859,383292,-8762,124,1,0
1860,374655,-8637,125,1,0
1861,366144,-8511,126,1,0
1862,357760,-8384,127,1,0
1863,349504,-8256,128,1,0
1864,341376,-8128,128,0,-1
1865,333375,-8001,127,-1,-1
1866,325500,-7875,126,-1,0
1867,317750,-7750,125,-1,0
1868,310124,-7626,124,-1,0
1869,302621,-7503,123,-1,0
1870,295240,-7381,122,-1,0
1871,287980,-7260,121,-1,0
1872,280840,-7140,120,-1,0
1873,273819,-7021,119,-1,0
1874,266916,-6903,118,-1,0
1875,260130,-6786,117,-1,0
1876,253460,-6670,116,-1,0
1877,246905,-6555,115,-1,0
1878,240464,-6441,114,-1,0
1879,234136,-6328,113,-1,0
1880,227920,-6216,112,-1,0
1881,221815,-6105,111,-1,0
1882,215820,-5995,110,-1,0
1883,209934,-5886,109,-1,0
1884,204156,-5778,108,-1,0
1885,198485,-5671,107,-1,0
1886,192920,-5565,106,-1,0
1887,187460,-5460,105,-1,0
1888,182104,-5356,104,-1,0
1889,176851,-5253,103,-1,0
1890,171700,-5151,102,-1,0
1891,166650,-5050,101,-1,0
1892,161700,-4950,100,-1,0
1893,156849,-4851,99,-1,0
1894,152096,-4753,98,-1,0
1895,147440,-4656,97,-1,0
1896,142880,-4560,96,-1,0
1897,138415,-4465,95,-1,0
1898,134044,-4371,94,-1,0
1899,129766,-4278,93,-1,0
1900,125580,-4186,92,-1,0
1901,121485,-4095,91,-1,0
1902,117480,-4005,90,-1,0
1903,113564,-3916,89,-1,0
1904,109736,-3828,88,-1,0
1905,105995,-3741,87,-1,0
1906,102340,-3655,86,-1,0
1907,98770,-3570,85,-1,0
1908,95284,-3486,84,-1,0
1909,91881,-3403,83,-1,0
1910,88560,-3321,82,-1,0
1911,85320,-3240,81,-1,0
1912,82160,-3160,80,-1,0
1913,79079,-3081,79,-1,0
1914,76076,-3003,78,-1,0
1915,73150,-2926,77,-1,0
1916,70300,-2850,76,-1,0
1917,67525,-2775,75,-1,0
1918,64824,-2701,74,-1,0
1919,62196,-2628,73,-1,0
1920,59640,-2556,72,-1,0
1921,57155,-2485,71,-1,0
1922,54740,-2415,70,-1,0
1923,52394,-2346,69,-1,0
1924,50116,-2278,68,-1,0
1925,47905,-2211,67,-1,0
1926,45760,-2145,66,-1,0
1927,43680,-2080,65,-1,0
1928,41664,-2016,64,-1,0
1929,39711,-1953,63,-1,0
1930,37820,-1891,62,-1,0
1931,35990,-1830,61,-1,0
1932,34220,-1770,60,-1,0
1933,32509,-1711,59,-1,0
1934,30856,-1653,58,-1,0
1935,29260,-1596,57,-1,0
1936,27720,-1540,56,-1,0
1937,26235,-1485,55,-1,0
1938,24804,-1431,54,-1,0
1939,23426,-1378,53,-1,0
1940,22100,-1326,52,-1,0
1941,20825,-1275,51,-1,0
1942,19600,-1225,50,-1,0
1943,18424,-1176,49,-1,0
1944,17296,-1128,48,-1,0
1945,16215,-1081,47,-1,0
1946,15180,-1035,46,-1,0
1947,14190,-990,45,-1,0
1948,13244,-946,44,-1,0
1949,12341,-903,43,-1,0
1950,11480,-861,42,-1,0
1951,10660,-820,41,-1,0
1952,9880,-780,40,-1,0
1953,9139,-741,39,-1,0
1954,8436,-703,38,-1,0
1955,7770,-666,37,-1,0
1956,7140,-630,36,-1,0
1957,6545,-595,35,-1,0
1958,5984,-561,34,-1,0
1959,5456,-528,33,-1,0
1960,4960,-496,32,-1,0
1961,4495,-465,31,-1,0
1962,4060,-435,30,-1,0
1963,3654,-406,29,-1,0
1964,3276,-378,28,-1,0
1965,2925,-351,27,-1,0
1966,2600,-325,26,-1,0
1967,2300,-300,25,-1,0
1968,2024,-276,24,-1,0
1969,1771,-253,23,-1,0
1970,1540,-231,22,-1,0
1971,1330,-210,21,-1,0
1972,1140,-190,20,-1,0
1973,969,-171,19,-1,0
1974,816,-153,18,-1,0
1975,680,-136,17,-1,0
1976,560,-120,16,-1,0
1977,455,-105,15,-1,0
1978,364,-91,14,-1,0
1979,286,-78,13,-1,0
1980,220,-66,12,-1,0
1981,165,-55,11,-1,0
1982,120,-45,10,-1,0
1983,84,-36,9,-1,0
1984,56,-28,8,-1,0
1985,35,-21,7,-1,0
1986,20,-15,6,-1,0
1987,10,-10,5,-1,0
1988,4,-6,4,-1,0
1989,1,-3,3,-1,0
1990,0,-1,2,-1,0
1991,0,0,1,-1,0
1992,0,0,0,-1,0
1993,0,0,0,0,1
